# lat	lon	mean_z1	std_z1	mean_z2	std_z2
175.9700	-38.6900	349.58	595.35	301.36	606.30
175.9721	-38.6900	349.59	589.91	301.47	600.86
175.9742	-38.6900	349.59	584.54	301.59	595.49
175.9763	-38.6900	349.60	579.24	301.71	590.19
175.9784	-38.6900	349.62	574.01	301.84	584.96
175.9805	-38.6900	349.64	568.86	301.98	579.82
175.9826	-38.6900	349.67	563.79	302.13	574.75
175.9847	-38.6900	349.70	558.79	302.28	569.76
175.9868	-38.6900	349.73	553.87	302.45	564.85
175.9889	-38.6900	349.77	549.04	302.62	560.02
175.9910	-38.6900	349.82	544.29	302.80	555.28
175.9931	-38.6900	349.87	539.62	302.99	550.62
175.9952	-38.6900	349.93	535.03	303.19	546.04
175.9973	-38.6900	350.00	530.53	303.39	541.56
175.9994	-38.6900	350.07	526.11	303.61	537.15
176.0015	-38.6900	350.15	521.78	303.84	532.84
176.0036	-38.6900	350.24	517.54	304.08	528.61
176.0057	-38.6900	350.33	513.37	304.32	524.46
176.0078	-38.6900	350.44	509.29	304.58	520.40
176.0099	-38.6900	350.55	505.30	304.85	516.43
176.0120	-38.6900	350.67	501.38	305.13	512.53
176.0141	-38.6900	350.79	497.54	305.41	508.71
176.0162	-38.6900	350.93	493.79	305.71	504.98
176.0183	-38.6900	351.07	490.10	306.01	501.31
176.0204	-38.6900	351.22	486.49	306.33	497.73
176.0225	-38.6900	351.38	482.96	306.65	494.21
176.0246	-38.6900	351.54	479.50	306.98	490.77
176.0267	-38.6900	351.72	476.10	307.31	487.39
176.0288	-38.6900	351.89	472.77	307.65	484.09
176.0309	-38.6900	352.08	469.52	307.99	480.85
176.0330	-38.6900	352.26	466.32	308.34	477.68
176.0351	-38.6900	352.45	463.20	308.68	474.57
176.0372	-38.6900	352.65	460.15	309.02	471.54
176.0393	-38.6900	352.84	457.16	309.36	468.58
176.0414	-38.6900	353.03	454.26	309.69	465.69
176.0435	-38.6900	353.22	451.43	310.00	462.89
176.0456	-38.6900	353.41	448.69	310.30	460.17
176.0477	-38.6900	353.59	446.04	310.59	457.56
176.0498	-38.6900	353.76	443.50	310.85	455.05
176.0519	-38.6900	353.92	441.08	311.08	452.67
176.0540	-38.6900	354.08	438.78	311.29	450.44
176.0561	-38.6900	354.22	436.63	311.46	448.36
176.0582	-38.6900	354.34	434.64	311.59	446.46
176.0603	-38.6900	354.46	432.83	311.68	444.77
176.0624	-38.6900	354.55	431.22	311.73	443.30
176.0645	-38.6900	354.64	429.82	311.73	442.07
176.0666	-38.6900	354.71	428.64	311.68	441.09
176.0687	-38.6900	354.77	427.71	311.59	440.39
176.0708	-38.6900	354.82	427.02	311.45	439.98
176.0729	-38.6900	354.86	426.59	311.26	439.84
176.0751	-38.6900	354.91	426.40	311.02	439.99
176.0772	-38.6900	354.97	426.47	310.75	440.41
176.0793	-38.6900	355.03	426.77	310.43	441.08
176.0814	-38.6900	355.11	427.31	310.08	442.00
176.0835	-38.6900	355.21	428.06	309.70	443.15
176.0856	-38.6900	355.34	429.02	309.30	444.50
176.0877	-38.6900	355.49	430.17	308.87	446.03
176.0898	-38.6900	355.67	431.49	308.42	447.72
176.0919	-38.6900	355.87	432.96	307.96	449.55
176.0940	-38.6900	356.09	434.57	307.48	451.51
176.0961	-38.6900	356.32	436.29	306.99	453.57
176.0982	-38.6900	356.55	438.10	306.50	455.71
176.1003	-38.6900	356.79	440.00	305.99	457.91
176.1024	-38.6900	357.01	441.94	305.48	460.17
176.1045	-38.6900	357.21	443.93	304.96	462.45
176.1066	-38.6900	357.39	445.95	304.43	464.76
176.1087	-38.6900	357.54	447.99	303.90	467.08
176.1108	-38.6900	357.65	450.04	303.36	469.41
176.1129	-38.6900	357.73	452.10	302.82	471.73
176.1150	-38.6900	357.77	454.18	302.29	474.05
176.1171	-38.6900	357.78	456.27	301.77	476.38
176.1192	-38.6900	357.76	458.40	301.25	478.71
176.1213	-38.6900	357.71	460.56	300.76	481.05
176.1234	-38.6900	357.63	462.77	300.28	483.40
176.1255	-38.6900	357.54	465.03	299.81	485.76
176.1276	-38.6900	357.42	467.34	299.37	488.15
176.1297	-38.6900	357.29	469.71	298.94	490.55
176.1318	-38.6900	357.13	472.14	298.52	492.97
176.1339	-38.6900	356.95	474.60	298.10	495.40
176.1360	-38.6900	356.74	477.10	297.68	497.84
176.1381	-38.6900	356.50	479.64	297.26	500.29
176.1402	-38.6900	356.24	482.21	296.83	502.76
176.1423	-38.6900	355.95	484.82	296.39	505.26
176.1444	-38.6900	355.64	487.49	295.94	507.79
176.1465	-38.6900	355.32	490.22	295.49	510.40
176.1486	-38.6900	355.00	493.07	295.04	513.10
176.1507	-38.6900	354.69	496.05	294.61	515.94
176.1528	-38.6900	354.40	499.21	294.20	518.96
176.1549	-38.6900	354.14	502.59	293.83	522.20
176.1570	-38.6900	353.94	506.24	293.52	525.71
176.1591	-38.6900	353.79	510.20	293.26	529.53
176.1612	-38.6900	353.71	514.50	293.09	533.69
176.1633	-38.6900	353.71	519.15	292.98	538.21
176.1654	-38.6900	353.78	524.17	292.96	543.10
176.1675	-38.6900	353.92	529.53	293.00	548.35
176.1696	-38.6900	354.12	535.23	293.12	553.93
176.1717	-38.6900	354.38	541.24	293.29	559.81
176.1738	-38.6900	354.69	547.51	293.51	565.97
176.1759	-38.6900	355.03	554.02	293.76	572.37
176.1780	-38.6900	355.39	560.72	294.04	578.97
175.9700	-38.6890	349.47	592.25	301.29	603.17
175.9721	-38.6890	349.48	586.78	301.40	597.69
175.9742	-38.6890	349.48	581.37	301.52	592.29
175.9763	-38.6890	349.49	576.04	301.65	586.95
175.9784	-38.6890	349.50	570.77	301.78	581.69
175.9805	-38.6890	349.52	565.59	301.92	576.51
175.9826	-38.6890	349.55	560.48	302.07	571.41
175.9847	-38.6890	349.57	555.45	302.22	566.38
175.9868	-38.6890	349.61	550.50	302.38	561.44
175.9889	-38.6890	349.65	545.64	302.56	556.58
175.9910	-38.6890	349.69	540.86	302.74	551.81
175.9931	-38.6890	349.74	536.16	302.93	547.12
175.9952	-38.6890	349.80	531.55	303.13	542.52
175.9973	-38.6890	349.87	527.02	303.34	538.01
175.9994	-38.6890	349.94	522.58	303.57	533.58
176.0015	-38.6890	350.02	518.22	303.80	529.24
176.0036	-38.6890	350.10	513.95	304.04	524.99
176.0057	-38.6890	350.20	509.77	304.29	520.82
176.0078	-38.6890	350.30	505.67	304.56	516.74
176.0099	-38.6890	350.41	501.65	304.83	512.74
176.0120	-38.6890	350.53	497.71	305.11	508.82
176.0141	-38.6890	350.66	493.86	305.41	504.99
176.0162	-38.6890	350.80	490.08	305.71	501.23
176.0183	-38.6890	350.94	486.38	306.03	497.55
176.0204	-38.6890	351.09	482.75	306.35	493.94
176.0225	-38.6890	351.26	479.19	306.69	490.40
176.0246	-38.6890	351.42	475.70	307.03	486.93
176.0267	-38.6890	351.60	472.28	307.37	483.53
176.0288	-38.6890	351.78	468.93	307.73	480.20
176.0309	-38.6890	351.97	465.64	308.09	476.93
176.0330	-38.6890	352.16	462.42	308.45	473.72
176.0351	-38.6890	352.35	459.26	308.81	470.58
176.0372	-38.6890	352.55	456.17	309.17	467.50
176.0393	-38.6890	352.75	453.14	309.52	464.49
176.0414	-38.6890	352.95	450.19	309.87	461.55
176.0435	-38.6890	353.14	447.31	310.20	458.69
176.0456	-38.6890	353.34	444.51	310.52	455.91
176.0477	-38.6890	353.52	441.80	310.82	453.23
176.0498	-38.6890	353.70	439.20	311.10	450.65
176.0519	-38.6890	353.86	436.70	311.36	448.19
176.0540	-38.6890	354.02	434.34	311.58	445.88
176.0561	-38.6890	354.16	432.12	311.76	443.72
176.0582	-38.6890	354.29	430.06	311.90	441.75
176.0603	-38.6890	354.40	428.18	312.00	439.98
176.0624	-38.6890	354.49	426.50	312.06	438.44
176.0645	-38.6890	354.56	425.04	312.06	437.15
176.0666	-38.6890	354.62	423.82	312.01	436.14
176.0687	-38.6890	354.67	422.86	311.92	435.41
176.0708	-38.6890	354.71	422.15	311.77	434.99
176.0729	-38.6890	354.74	421.70	311.57	434.86
176.0751	-38.6890	354.77	421.52	311.32	435.03
176.0772	-38.6890	354.81	421.60	311.03	435.49
176.0793	-38.6890	354.86	421.94	310.69	436.22
176.0814	-38.6890	354.93	422.51	310.32	437.21
176.0835	-38.6890	355.02	423.31	309.92	438.42
176.0856	-38.6890	355.14	424.33	309.49	439.85
176.0877	-38.6890	355.29	425.54	309.03	441.47
176.0898	-38.6890	355.48	426.92	308.56	443.25
176.0919	-38.6890	355.69	428.46	308.08	445.17
176.0940	-38.6890	355.92	430.14	307.58	447.21
176.0961	-38.6890	356.17	431.93	307.07	449.35
176.0982	-38.6890	356.42	433.81	306.55	451.57
176.1003	-38.6890	356.68	435.77	306.03	453.85
176.1024	-38.6890	356.92	437.77	305.49	456.17
176.1045	-38.6890	357.14	439.81	304.95	458.52
176.1066	-38.6890	357.33	441.87	304.40	460.87
176.1087	-38.6890	357.49	443.93	303.84	463.24
176.1108	-38.6890	357.60	446.00	303.28	465.59
176.1129	-38.6890	357.68	448.07	302.72	467.94
176.1150	-38.6890	357.72	450.14	302.16	470.28
176.1171	-38.6890	357.72	452.22	301.61	472.61
176.1192	-38.6890	357.69	454.33	301.08	474.93
176.1213	-38.6890	357.63	456.47	300.56	477.26
176.1234	-38.6890	357.54	458.66	300.06	479.60
176.1255	-38.6890	357.44	460.90	299.59	481.95
176.1276	-38.6890	357.31	463.20	299.14	484.32
176.1297	-38.6890	357.17	465.56	298.70	486.70
176.1318	-38.6890	357.00	467.96	298.27	489.08
176.1339	-38.6890	356.80	470.40	297.85	491.48
176.1360	-38.6890	356.58	472.87	297.42	493.87
176.1381	-38.6890	356.33	475.37	296.99	496.27
176.1402	-38.6890	356.04	477.88	296.54	498.66
176.1423	-38.6890	355.72	480.42	296.08	501.07
176.1444	-38.6890	355.38	483.00	295.61	503.51
176.1465	-38.6890	355.03	485.65	295.12	506.00
176.1486	-38.6890	354.67	488.38	294.64	508.58
176.1507	-38.6890	354.31	491.25	294.17	511.30
176.1528	-38.6890	353.98	494.31	293.72	514.20
176.1549	-38.6890	353.69	497.60	293.32	517.33
176.1570	-38.6890	353.45	501.18	292.98	520.76
176.1591	-38.6890	353.29	505.09	292.71	524.52
176.1612	-38.6890	353.20	509.37	292.52	528.66
176.1633	-38.6890	353.19	514.05	292.41	533.20
176.1654	-38.6890	353.27	519.12	292.40	538.14
176.1675	-38.6890	353.43	524.59	292.47	543.48
176.1696	-38.6890	353.67	530.41	292.61	549.18
176.1717	-38.6890	353.96	536.56	292.82	555.21
176.1738	-38.6890	354.30	542.99	293.08	561.52
176.1759	-38.6890	354.68	549.66	293.37	568.08
176.1780	-38.6890	355.08	556.54	293.69	574.85
175.9700	-38.6880	349.37	589.17	301.23	600.06
175.9721	-38.6880	349.37	583.66	301.34	594.54
175.9742	-38.6880	349.37	578.21	301.45	589.10
175.9763	-38.6880	349.38	572.84	301.58	583.73
175.9784	-38.6880	349.39	567.55	301.71	578.43
175.9805	-38.6880	349.40	562.33	301.85	573.21
175.9826	-38.6880	349.42	557.19	302.00	568.08
175.9847	-38.6880	349.45	552.12	302.15	563.02
175.9868	-38.6880	349.48	547.14	302.32	558.05
175.9889	-38.6880	349.52	542.25	302.49	553.16
175.9910	-38.6880	349.56	537.44	302.68	548.35
175.9931	-38.6880	349.61	532.71	302.87	543.64
175.9952	-38.6880	349.67	528.07	303.08	539.01
175.9973	-38.6880	349.73	523.52	303.29	534.47
175.9994	-38.6880	349.80	519.05	303.52	530.02
176.0015	-38.6880	349.88	514.67	303.75	525.65
176.0036	-38.6880	349.97	510.38	304.00	521.38
176.0057	-38.6880	350.06	506.17	304.26	517.19
176.0078	-38.6880	350.16	502.05	304.53	513.08
176.0099	-38.6880	350.28	498.01	304.81	509.07
176.0120	-38.6880	350.40	494.06	305.10	505.13
176.0141	-38.6880	350.52	490.18	305.40	501.27
176.0162	-38.6880	350.66	486.39	305.72	497.50
176.0183	-38.6880	350.81	482.66	306.04	493.79
176.0204	-38.6880	350.96	479.01	306.38	490.16
176.0225	-38.6880	351.13	475.44	306.72	486.61
176.0246	-38.6880	351.30	471.93	307.07	483.11
176.0267	-38.6880	351.48	468.48	307.44	479.69
176.0288	-38.6880	351.66	465.11	307.80	476.33
176.0309	-38.6880	351.86	461.79	308.18	473.02
176.0330	-38.6880	352.05	458.53	308.55	469.78
176.0351	-38.6880	352.25	455.34	308.93	466.60
176.0372	-38.6880	352.46	452.21	309.31	463.48
176.0393	-38.6880	352.66	449.14	309.68	460.42
176.0414	-38.6880	352.87	446.13	310.05	457.43
176.0435	-38.6880	353.07	443.20	310.41	454.50
176.0456	-38.6880	353.26	440.34	310.75	451.66
176.0477	-38.6880	353.46	437.57	311.07	448.90
176.0498	-38.6880	353.64	434.90	311.37	446.25
176.0519	-38.6880	353.81	432.33	311.64	443.71
176.0540	-38.6880	353.97	429.89	311.88	441.31
176.0561	-38.6880	354.11	427.59	312.08	439.06
176.0582	-38.6880	354.23	425.45	312.23	437.00
176.0603	-38.6880	354.34	423.50	312.34	435.15
176.0624	-38.6880	354.42	421.75	312.40	433.54
176.0645	-38.6880	354.49	420.24	312.41	432.19
176.0666	-38.6880	354.54	418.96	312.36	431.13
176.0687	-38.6880	354.57	417.96	312.26	430.37
176.0708	-38.6880	354.59	417.22	312.10	429.93
176.0729	-38.6880	354.61	416.77	311.89	429.81
176.0751	-38.6880	354.62	416.59	311.63	430.01
176.0772	-38.6880	354.64	416.69	311.31	430.52
176.0793	-38.6880	354.67	417.06	310.96	431.31
176.0814	-38.6880	354.72	417.68	310.56	432.37
176.0835	-38.6880	354.81	418.53	310.13	433.67
176.0856	-38.6880	354.92	419.60	309.68	435.18
176.0877	-38.6880	355.07	420.88	309.20	436.89
176.0898	-38.6880	355.26	422.33	308.70	438.76
176.0919	-38.6880	355.48	423.95	308.19	440.78
176.0940	-38.6880	355.73	425.70	307.67	442.91
176.0961	-38.6880	356.00	427.57	307.14	445.14
176.0982	-38.6880	356.28	429.53	306.61	447.45
176.1003	-38.6880	356.56	431.55	306.06	449.80
176.1024	-38.6880	356.82	433.62	305.50	452.20
176.1045	-38.6880	357.06	435.71	304.94	454.61
176.1066	-38.6880	357.27	437.81	304.37	457.02
176.1087	-38.6880	357.43	439.90	303.78	459.42
176.1108	-38.6880	357.55	441.98	303.20	461.81
176.1129	-38.6880	357.63	444.05	302.61	464.18
176.1150	-38.6880	357.66	446.11	302.02	466.53
176.1171	-38.6880	357.65	448.18	301.44	468.86
176.1192	-38.6880	357.61	450.27	300.88	471.18
176.1213	-38.6880	357.53	452.38	300.35	473.50
176.1234	-38.6880	357.44	454.55	299.83	475.82
176.1255	-38.6880	357.32	456.77	299.35	478.16
176.1276	-38.6880	357.19	459.05	298.88	480.50
176.1297	-38.6880	357.03	461.39	298.44	482.86
176.1318	-38.6880	356.86	463.78	298.01	485.22
176.1339	-38.6880	356.65	466.20	297.59	487.57
176.1360	-38.6880	356.41	468.64	297.15	489.92
176.1381	-38.6880	356.14	471.09	296.71	492.25
176.1402	-38.6880	355.83	473.55	296.25	494.57
176.1423	-38.6880	355.48	476.01	295.76	496.88
176.1444	-38.6880	355.11	478.49	295.26	499.20
176.1465	-38.6880	354.71	481.02	294.74	501.57
176.1486	-38.6880	354.30	483.64	294.22	504.01
176.1507	-38.6880	353.90	486.38	293.70	506.58
176.1528	-38.6880	353.52	489.31	293.21	509.34
176.1549	-38.6880	353.19	492.48	292.77	512.34
176.1570	-38.6880	352.92	495.97	292.39	515.67
176.1591	-38.6880	352.72	499.83	292.09	519.36
176.1612	-38.6880	352.62	504.09	291.89	523.48
176.1633	-38.6880	352.62	508.80	291.79	528.04
176.1654	-38.6880	352.71	513.94	291.79	533.04
176.1675	-38.6880	352.90	519.51	291.89	538.48
176.1696	-38.6880	353.17	525.47	292.07	544.32
176.1717	-38.6880	353.50	531.78	292.32	550.51
176.1738	-38.6880	353.89	538.40	292.62	557.00
176.1759	-38.6880	354.31	545.26	292.96	563.75
176.1780	-38.6880	354.76	552.32	293.32	570.69
175.9700	-38.6870	349.26	586.10	301.15	596.95
175.9721	-38.6870	349.25	580.55	301.26	591.40
175.9742	-38.6870	349.25	575.07	301.38	585.92
175.9763	-38.6870	349.26	569.66	301.51	580.51
175.9784	-38.6870	349.27	564.33	301.64	575.18
175.9805	-38.6870	349.28	559.08	301.78	569.93
175.9826	-38.6870	349.30	553.90	301.93	564.76
175.9847	-38.6870	349.32	548.81	302.08	559.67
175.9868	-38.6870	349.35	543.79	302.25	554.66
175.9889	-38.6870	349.39	538.87	302.43	549.74
175.9910	-38.6870	349.43	534.02	302.61	544.91
175.9931	-38.6870	349.48	529.27	302.81	540.16
175.9952	-38.6870	349.53	524.60	303.02	535.51
175.9973	-38.6870	349.59	520.02	303.23	530.94
175.9994	-38.6870	349.66	515.53	303.46	526.46
176.0015	-38.6870	349.74	511.13	303.70	522.07
176.0036	-38.6870	349.83	506.81	303.95	517.77
176.0057	-38.6870	349.92	502.59	304.22	513.56
176.0078	-38.6870	350.02	498.45	304.49	509.44
176.0099	-38.6870	350.13	494.39	304.78	505.40
176.0120	-38.6870	350.25	490.41	305.08	501.45
176.0141	-38.6870	350.38	486.52	305.39	497.57
176.0162	-38.6870	350.52	482.70	305.71	493.77
176.0183	-38.6870	350.67	478.96	306.05	490.05
176.0204	-38.6870	350.83	475.30	306.39	486.40
176.0225	-38.6870	351.00	471.70	306.75	482.82
176.0246	-38.6870	351.17	468.17	307.12	479.31
176.0267	-38.6870	351.35	464.70	307.49	475.86
176.0288	-38.6870	351.54	461.30	307.88	472.47
176.0309	-38.6870	351.74	457.95	308.27	469.14
176.0330	-38.6870	351.94	454.67	308.66	465.86
176.0351	-38.6870	352.15	451.44	309.06	462.64
176.0372	-38.6870	352.36	448.27	309.46	459.48
176.0393	-38.6870	352.57	445.15	309.85	456.37
176.0414	-38.6870	352.78	442.10	310.24	453.32
176.0435	-38.6870	352.99	439.11	310.62	450.33
176.0456	-38.6870	353.19	436.19	310.98	447.42
176.0477	-38.6870	353.39	433.35	311.32	444.59
176.0498	-38.6870	353.58	430.60	311.65	441.85
176.0519	-38.6870	353.75	427.96	311.94	439.22
176.0540	-38.6870	353.91	425.44	312.19	436.73
176.0561	-38.6870	354.06	423.05	312.41	434.39
176.0582	-38.6870	354.18	420.83	312.58	432.23
176.0603	-38.6870	354.28	418.80	312.70	430.29
176.0624	-38.6870	354.36	416.97	312.77	428.59
176.0645	-38.6870	354.42	415.39	312.78	427.17
176.0666	-38.6870	354.46	414.06	312.73	426.05
176.0687	-38.6870	354.47	413.01	312.62	425.26
176.0708	-38.6870	354.47	412.25	312.45	424.81
176.0729	-38.6870	354.47	411.78	312.23	424.70
176.0751	-38.6870	354.46	411.61	311.95	424.93
176.0772	-38.6870	354.45	411.73	311.62	425.49
176.0793	-38.6870	354.46	412.13	311.24	426.35
176.0814	-38.6870	354.50	412.80	310.81	427.49
176.0835	-38.6870	354.57	413.71	310.36	428.88
176.0856	-38.6870	354.67	414.84	309.87	430.49
176.0877	-38.6870	354.82	416.19	309.37	432.29
176.0898	-38.6870	355.02	417.72	308.84	434.27
176.0919	-38.6870	355.25	419.42	308.31	436.38
176.0940	-38.6870	355.52	421.26	307.77	438.61
176.0961	-38.6870	355.81	423.21	307.21	440.94
176.0982	-38.6870	356.12	425.24	306.65	443.34
176.1003	-38.6870	356.42	427.34	306.09	445.78
176.1024	-38.6870	356.71	429.48	305.51	448.25
176.1045	-38.6870	356.98	431.62	304.92	450.73
176.1066	-38.6870	357.20	433.76	304.32	453.20
176.1087	-38.6870	357.38	435.89	303.71	455.65
176.1108	-38.6870	357.50	437.98	303.10	458.07
176.1129	-38.6870	357.58	440.05	302.48	460.46
176.1150	-38.6870	357.60	442.10	301.86	462.81
176.1171	-38.6870	357.58	444.15	301.26	465.14
176.1192	-38.6870	357.52	446.20	300.67	467.45
176.1213	-38.6870	357.43	448.29	300.11	469.76
176.1234	-38.6870	357.32	450.43	299.57	472.07
176.1255	-38.6870	357.19	452.63	299.08	474.38
176.1276	-38.6870	357.05	454.89	298.61	476.71
176.1297	-38.6870	356.89	457.22	298.16	479.04
176.1318	-38.6870	356.70	459.59	297.73	481.37
176.1339	-38.6870	356.49	461.99	297.31	483.69
176.1360	-38.6870	356.24	464.41	296.87	485.98
176.1381	-38.6870	355.95	466.81	296.42	488.24
176.1402	-38.6870	355.61	469.20	295.94	490.48
176.1423	-38.6870	355.23	471.58	295.43	492.68
176.1444	-38.6870	354.81	473.96	294.90	494.88
176.1465	-38.6870	354.37	476.36	294.34	497.09
176.1486	-38.6870	353.91	478.83	293.76	499.37
176.1507	-38.6870	353.45	481.41	293.20	501.77
176.1528	-38.6870	353.02	484.19	292.66	504.36
176.1549	-38.6870	352.63	487.23	292.17	507.22
176.1570	-38.6870	352.32	490.61	291.75	510.42
176.1591	-38.6870	352.10	494.39	291.42	514.03
176.1612	-38.6870	351.99	498.63	291.21	518.11
176.1633	-38.6870	351.99	503.36	291.11	522.69
176.1654	-38.6870	352.10	508.59	291.13	527.77
176.1675	-38.6870	352.31	514.28	291.26	533.33
176.1696	-38.6870	352.62	520.41	291.48	539.33
176.1717	-38.6870	353.00	526.91	291.78	545.71
176.1738	-38.6870	353.44	533.73	292.13	552.40
176.1759	-38.6870	353.91	540.80	292.52	559.35
176.1780	-38.6870	354.41	548.07	292.94	566.51
175.9700	-38.6860	349.14	583.04	301.08	593.87
175.9721	-38.6860	349.14	577.46	301.19	588.28
175.9742	-38.6860	349.14	571.94	301.31	582.76
175.9763	-38.6860	349.14	566.50	301.43	577.31
175.9784	-38.6860	349.15	561.13	301.56	571.95
175.9805	-38.6860	349.16	555.84	301.70	566.66
175.9826	-38.6860	349.17	550.63	301.85	561.45
175.9847	-38.6860	349.19	545.50	302.01	556.32
175.9868	-38.6860	349.22	540.45	302.18	551.28
175.9889	-38.6860	349.25	535.49	302.36	546.33
175.9910	-38.6860	349.29	530.62	302.54	541.47
175.9931	-38.6860	349.34	525.84	302.74	536.69
175.9952	-38.6860	349.39	521.14	302.95	532.01
175.9973	-38.6860	349.45	516.54	303.17	527.41
175.9994	-38.6860	349.52	512.02	303.40	522.91
176.0015	-38.6860	349.60	507.60	303.65	518.50
176.0036	-38.6860	349.68	503.26	303.90	514.18
176.0057	-38.6860	349.77	499.01	304.17	509.95
176.0078	-38.6860	349.88	494.85	304.45	505.80
176.0099	-38.6860	349.99	490.77	304.75	501.75
176.0120	-38.6860	350.11	486.78	305.05	497.77
176.0141	-38.6860	350.24	482.87	305.37	493.88
176.0162	-38.6860	350.38	479.04	305.71	490.06
176.0183	-38.6860	350.53	475.28	306.05	486.33
176.0204	-38.6860	350.69	471.59	306.41	482.66
176.0225	-38.6860	350.86	467.98	306.78	479.06
176.0246	-38.6860	351.04	464.43	307.16	475.53
176.0267	-38.6860	351.22	460.94	307.55	472.05
176.0288	-38.6860	351.42	457.51	307.95	468.64
176.0309	-38.6860	351.62	454.14	308.35	465.28
176.0330	-38.6860	351.83	450.82	308.77	461.97
176.0351	-38.6860	352.04	447.56	309.18	458.71
176.0372	-38.6860	352.26	444.35	309.60	455.50
176.0393	-38.6860	352.48	441.19	310.02	452.34
176.0414	-38.6860	352.70	438.08	310.43	449.23
176.0435	-38.6860	352.91	435.04	310.83	446.18
176.0456	-38.6860	353.12	432.06	311.22	443.20
176.0477	-38.6860	353.33	429.15	311.59	440.28
176.0498	-38.6860	353.52	426.32	311.93	437.46
176.0519	-38.6860	353.70	423.60	312.24	434.73
176.0540	-38.6860	353.86	420.98	312.52	432.14
176.0561	-38.6860	354.01	418.51	312.76	429.69
176.0582	-38.6860	354.13	416.19	312.94	427.43
176.0603	-38.6860	354.23	414.07	313.07	425.38
176.0624	-38.6860	354.30	412.16	313.15	423.59
176.0645	-38.6860	354.35	410.49	313.16	422.08
176.0666	-38.6860	354.37	409.10	313.12	420.90
176.0687	-38.6860	354.37	408.00	313.00	420.07
176.0708	-38.6860	354.35	407.21	312.82	419.60
176.0729	-38.6860	354.32	406.73	312.58	419.51
176.0751	-38.6860	354.28	406.57	312.28	419.78
176.0772	-38.6860	354.25	406.72	311.93	420.39
176.0793	-38.6860	354.24	407.16	311.52	421.33
176.0814	-38.6860	354.25	407.87	311.07	422.56
176.0835	-38.6860	354.30	408.84	310.59	424.05
176.0856	-38.6860	354.40	410.05	310.07	425.76
176.0877	-38.6860	354.54	411.47	309.53	427.68
176.0898	-38.6860	354.74	413.09	308.98	429.76
176.0919	-38.6860	354.99	414.87	308.42	431.98
176.0940	-38.6860	355.29	416.80	307.85	434.32
176.0961	-38.6860	355.61	418.84	307.28	436.75
176.0982	-38.6860	355.94	420.97	306.70	439.24
176.1003	-38.6860	356.28	423.15	306.11	441.78
176.1024	-38.6860	356.60	425.35	305.51	444.33
176.1045	-38.6860	356.89	427.56	304.90	446.88
176.1066	-38.6860	357.13	429.75	304.27	449.41
176.1087	-38.6860	357.32	431.90	303.64	451.90
176.1108	-38.6860	357.45	434.01	302.99	454.36
176.1129	-38.6860	357.52	436.07	302.34	456.77
176.1150	-38.6860	357.53	438.10	301.69	459.13
176.1171	-38.6860	357.49	440.12	301.05	461.45
176.1192	-38.6860	357.41	442.13	300.43	463.75
176.1213	-38.6860	357.30	444.18	299.84	466.04
176.1234	-38.6860	357.18	446.29	299.29	468.32
176.1255	-38.6860	357.04	448.46	298.78	470.62
176.1276	-38.6860	356.89	450.71	298.30	472.92
176.1297	-38.6860	356.72	453.03	297.86	475.23
176.1318	-38.6860	356.53	455.40	297.43	477.53
176.1339	-38.6860	356.31	457.78	297.01	479.82
176.1360	-38.6860	356.05	460.17	296.58	482.06
176.1381	-38.6860	355.74	462.53	296.12	484.25
176.1402	-38.6860	355.38	464.85	295.62	486.39
176.1423	-38.6860	354.97	467.13	295.09	488.47
176.1444	-38.6860	354.50	469.39	294.52	490.52
176.1465	-38.6860	354.00	471.64	293.91	492.57
176.1486	-38.6860	353.48	473.94	293.29	494.67
176.1507	-38.6860	352.96	476.35	292.66	496.87
176.1528	-38.6860	352.46	478.95	292.06	499.26
176.1549	-38.6860	352.02	481.82	291.51	501.93
176.1570	-38.6860	351.66	485.06	291.04	504.99
176.1591	-38.6860	351.40	488.76	290.68	508.50
176.1612	-38.6860	351.27	492.97	290.45	512.54
176.1633	-38.6860	351.28	497.73	290.35	517.14
176.1654	-38.6860	351.41	503.05	290.40	522.31
176.1675	-38.6860	351.67	508.89	290.56	528.02
176.1696	-38.6860	352.02	515.21	290.84	534.20
176.1717	-38.6860	352.46	521.93	291.20	540.79
176.1738	-38.6860	352.96	528.98	291.61	547.72
176.1759	-38.6860	353.49	536.28	292.07	554.90
176.1780	-38.6860	354.05	543.78	292.54	562.28
175.9700	-38.6849	349.03	580.00	301.01	590.80
175.9721	-38.6849	349.02	574.38	301.11	585.17
175.9742	-38.6849	349.02	568.82	301.23	579.61
175.9763	-38.6849	349.02	563.34	301.35	574.13
175.9784	-38.6849	349.02	557.94	301.49	568.72
175.9805	-38.6849	349.03	552.61	301.63	563.39
175.9826	-38.6849	349.05	547.36	301.78	558.15
175.9847	-38.6849	349.06	542.20	301.93	552.99
175.9868	-38.6849	349.09	537.12	302.10	547.92
175.9889	-38.6849	349.12	532.13	302.28	542.93
175.9910	-38.6849	349.16	527.23	302.47	538.04
175.9931	-38.6849	349.20	522.42	302.67	533.23
175.9952	-38.6849	349.25	517.69	302.88	528.52
175.9973	-38.6849	349.31	513.06	303.10	523.90
175.9994	-38.6849	349.38	508.52	303.34	519.37
176.0015	-38.6849	349.45	504.07	303.59	514.93
176.0036	-38.6849	349.53	499.71	303.85	510.59
